LSOACode,LSOAName,MSOACode,MSOAName,LocalAuthority,HealthAuthority,ClinicalCommissioningGroup,County_UnitaryAuthority,PoliceForceArea,Country,LSOAAreas.lsoa11cd,LSOAAreas.LSOA_Area,LSOA Names and Codes by Community Area.LSOA Name,LSOA Names and Codes by Community Area.LSOA Name Cy,LSOA Names and Codes by Community Area.LSOA Code,LSOA Names and Codes by Community Area.Community Area,LSOA Names and Codes by Community Area.Mapping
W01000600,Pembrokeshire 013A,W02000138,Pembrokeshire 013,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000600,352350.0276,,,,,
W01000601,Pembrokeshire 013B,W02000138,Pembrokeshire 013,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000601,1880364.936,,,,,
W01000602,Pembrokeshire 013C,W02000138,Pembrokeshire 013,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000602,690776.8408,,,,,
W01000603,Pembrokeshire 013D,W02000138,Pembrokeshire 013,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000603,1243460.878,,,,,
W01000604,Pembrokeshire 013E,W02000138,Pembrokeshire 013,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000604,971749.6061,,,,,
W01000605,Pembrokeshire 013F,W02000138,Pembrokeshire 013,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000605,1166163.621,,,,,
W01000606,Pembrokeshire 015B,W02000140,Pembrokeshire 015,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000606,1378395.136,,,,,
W01000607,Pembrokeshire 015C,W02000140,Pembrokeshire 015,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000607,1558728.694,,,,,
W01000608,Pembrokeshire 015D,W02000140,Pembrokeshire 015,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000608,1316263.351,,,,,
W01000609,Pembrokeshire 014D,W02000139,Pembrokeshire 014,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000609,7432107.718,,,,,
W01000610,Pembrokeshire 016A,W02000141,Pembrokeshire 016,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000610,20539281.56,,,,,
W01000611,Pembrokeshire 004C,W02000129,Pembrokeshire 004,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000611,35000521.08,,,,,
W01000612,Pembrokeshire 003C,W02000128,Pembrokeshire 003,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000612,45563373.82,,,,,
W01000613,Pembrokeshire 001E,W02000126,Pembrokeshire 001,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000613,78589227.99,,,,,
W01000614,Pembrokeshire 008D,W02000133,Pembrokeshire 008,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000614,46909257.78,,,,,
W01000615,Pembrokeshire 011E,W02000136,Pembrokeshire 011,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000615,3317988.494,,,,,
W01000616,Pembrokeshire 011F,W02000136,Pembrokeshire 011,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000616,3447012.979,,,,,
W01000617,Pembrokeshire 002F,W02000127,Pembrokeshire 002,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000617,71138951.72,,,,,
W01000618,Pembrokeshire 003D,W02000128,Pembrokeshire 003,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000618,50043928.16,,,,,
W01000619,Pembrokeshire 016B,W02000141,Pembrokeshire 016,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000619,2341931.948,,,,,
W01000620,Pembrokeshire 016C,W02000141,Pembrokeshire 016,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000620,204680.2176,,,,,
W01000621,Pembrokeshire 016D,W02000141,Pembrokeshire 016,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000621,3718747.352,,,,,
W01000622,Pembrokeshire 008E,W02000133,Pembrokeshire 008,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000622,42162738.93,,,,,
W01000623,Pembrokeshire 004D,W02000129,Pembrokeshire 004,Pembrokeshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Pembrokeshire,Dyfed-Powys,Wales,W01000623,71167048.87,,,,,
W01000624,Carmarthenshire 005A,W02000146,Carmarthenshire 005,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000624,62781781.25,,,,,
W01000625,Carmarthenshire 013A,W02000154,Carmarthenshire 013,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000625,860309.8841,,,,,
W01000626,Carmarthenshire 013B,W02000154,Carmarthenshire 013,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000626,919837.481,,,,,
W01000627,Carmarthenshire 013C,W02000154,Carmarthenshire 013,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000627,11151855.77,,,,,
W01000628,Carmarthenshire 024A,W02000165,Carmarthenshire 024,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000628,1310587.647,,,,,
W01000629,Carmarthenshire 024B,W02000165,Carmarthenshire 024,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000629,200482.236,,,,,
W01000630,Carmarthenshire 024C,W02000165,Carmarthenshire 024,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000630,356193.8777,,,,,
W01000631,Carmarthenshire 024D,W02000165,Carmarthenshire 024,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000631,465085.8811,,,,,
W01000632,Carmarthenshire 021A,W02000162,Carmarthenshire 021,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000632,304141.1206,,,,,
W01000633,Carmarthenshire 021B,W02000162,Carmarthenshire 021,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000633,1424542.733,,,,,
W01000634,Carmarthenshire 021C,W02000162,Carmarthenshire 021,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000634,2441218.116,,,,,
W01000635,Carmarthenshire 025A,W02000166,Carmarthenshire 025,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000635,4789412.175,,,,,
W01000636,Carmarthenshire 025B,W02000166,Carmarthenshire 025,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000636,1337663.463,,,,,
W01000637,Carmarthenshire 007A,W02000148,Carmarthenshire 007,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000637,2094993.029,,,,,
W01000638,Carmarthenshire 007B,W02000148,Carmarthenshire 007,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000638,263131.3158,,,,,
W01000639,Carmarthenshire 007C,W02000148,Carmarthenshire 007,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000639,434685.8177,,,,,
W01000640,Carmarthenshire 007D,W02000148,Carmarthenshire 007,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000640,2822989.308,,,,,
W01000641,Carmarthenshire 008A,W02000149,Carmarthenshire 008,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000641,1426980.208,,,,,
W01000642,Carmarthenshire 008B,W02000149,Carmarthenshire 008,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000642,5175011.088,,,,,
W01000643,Carmarthenshire 006A,W02000147,Carmarthenshire 006,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000643,625766.2196,,,,,
W01000644,Carmarthenshire 006B,W02000147,Carmarthenshire 006,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000644,7525495.076,,,,,
W01000645,Carmarthenshire 006C,W02000147,Carmarthenshire 006,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000645,504401.7936,,,,,
W01000646,Carmarthenshire 003A,W02000144,Carmarthenshire 003,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000646,46592579.73,,,,,
W01000647,Carmarthenshire 002A,W02000143,Carmarthenshire 002,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000647,127469612.6,,,,,
W01000648,Carmarthenshire 006D,W02000147,Carmarthenshire 006,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000648,76412774.92,,,,,
W01000649,Carmarthenshire 006E,W02000147,Carmarthenshire 006,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000649,43171720.55,,,,,
W01000650,Carmarthenshire 002B,W02000143,Carmarthenshire 002,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000650,162855554.2,,,,,
W01000651,Carmarthenshire 020A,W02000161,Carmarthenshire 020,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000651,1888201.144,,,,,
W01000652,Carmarthenshire 020B,W02000161,Carmarthenshire 020,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000652,516532.1322,,,,,
W01000653,Carmarthenshire 023A,W02000164,Carmarthenshire 023,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000653,365296.7313,,,,,
W01000654,Carmarthenshire 023B,W02000164,Carmarthenshire 023,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000654,612522.1309,,,,,
W01000655,Carmarthenshire 020C,W02000161,Carmarthenshire 020,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000655,2393447.836,,,,,
W01000656,Carmarthenshire 010A,W02000151,Carmarthenshire 010,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000656,15207659.7,,,,,
W01000657,Carmarthenshire 010B,W02000151,Carmarthenshire 010,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000657,8093596.896,,,,,
W01000658,Carmarthenshire 010C,W02000151,Carmarthenshire 010,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000658,4180039.278,,,,,
W01000659,Carmarthenshire 026A,W02000167,Carmarthenshire 026,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000659,744156.5899,,,,,
W01000660,Carmarthenshire 026B,W02000167,Carmarthenshire 026,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000660,353699.7582,,,,,
W01000662,Carmarthenshire 016A,W02000157,Carmarthenshire 016,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000662,23346826.51,,,,,
W01000663,Carmarthenshire 016B,W02000157,Carmarthenshire 016,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000663,7504803.858,,,,,
W01000664,Carmarthenshire 016C,W02000157,Carmarthenshire 016,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000664,9063311.704,,,,,
W01000665,Carmarthenshire 017A,W02000158,Carmarthenshire 017,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000665,13865800.94,,,,,
W01000666,Carmarthenshire 017B,W02000158,Carmarthenshire 017,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000666,1138213.565,,,,,
W01000667,Carmarthenshire 023C,W02000164,Carmarthenshire 023,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000667,1200669.094,,,,,
W01000670,Carmarthenshire 018A,W02000159,Carmarthenshire 018,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000670,910234.3062,,,,,
W01000671,Carmarthenshire 018B,W02000159,Carmarthenshire 018,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000671,10756003.11,,,,,
W01000672,Carmarthenshire 027E,W02000418,Carmarthenshire 027,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000672,75189651.5,,,,,
W01000673,Carmarthenshire 027F,W02000418,Carmarthenshire 027,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000673,25705181.18,,,,,
W01000674,Carmarthenshire 027A,W02000418,Carmarthenshire 027,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000674,102364552.5,,,,,
W01000675,Carmarthenshire 012A,W02000153,Carmarthenshire 012,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000675,44492823.85,,,,,
W01000676,Carmarthenshire 004A,W02000145,Carmarthenshire 004,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000676,45527761.57,,,,,
W01000677,Carmarthenshire 004B,W02000145,Carmarthenshire 004,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000677,1942081.003,,,,,
W01000678,Carmarthenshire 002C,W02000143,Carmarthenshire 002,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000678,111040565.3,,,,,
W01000679,Carmarthenshire 002D,W02000143,Carmarthenshire 002,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000679,5091725.781,,,,,
W01000680,Carmarthenshire 011A,W02000152,Carmarthenshire 011,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000680,13527340.36,,,,,
W01000681,Carmarthenshire 011B,W02000152,Carmarthenshire 011,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000681,11137033.78,,,,,
W01000682,Carmarthenshire 005B,W02000146,Carmarthenshire 005,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000682,33531567.47,,,,,
W01000683,Carmarthenshire 005C,W02000146,Carmarthenshire 005,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000683,115200241.2,,,,,
W01000684,Carmarthenshire 005D,W02000146,Carmarthenshire 005,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000684,49494436.12,,,,,
W01000685,Carmarthenshire 001A,W02000142,Carmarthenshire 001,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000685,37742665.81,,,,,
W01000686,Carmarthenshire 001B,W02000142,Carmarthenshire 001,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000686,51518312.33,,,,,
W01000687,Carmarthenshire 004C,W02000145,Carmarthenshire 004,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000687,193141875.2,,,,,
W01000688,Carmarthenshire 003B,W02000144,Carmarthenshire 003,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000688,18917501.24,,,,,
W01000689,Carmarthenshire 003C,W02000144,Carmarthenshire 003,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000689,41407397.23,,,,,
W01000690,Carmarthenshire 019A,W02000160,Carmarthenshire 019,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000690,8444982.302,,,,,
W01000691,Carmarthenshire 019B,W02000160,Carmarthenshire 019,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000691,1557702.794,,,,,
W01000692,Carmarthenshire 019C,W02000160,Carmarthenshire 019,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000692,2210447.526,,,,,
W01000693,Carmarthenshire 008C,W02000149,Carmarthenshire 008,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000693,438744.2956,,,,,
W01000694,Carmarthenshire 008D,W02000149,Carmarthenshire 008,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000694,22716836.62,,,,,
W01000695,Carmarthenshire 012B,W02000153,Carmarthenshire 012,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000695,9981099.419,,,,,
W01000696,Carmarthenshire 012C,W02000153,Carmarthenshire 012,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000696,37193752.24,,,,,
W01000697,Carmarthenshire 015A,W02000156,Carmarthenshire 015,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000697,3653362.067,,,,,
W01000698,Carmarthenshire 015B,W02000156,Carmarthenshire 015,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000698,3477198.754,,,,,
W01000699,Carmarthenshire 015C,W02000156,Carmarthenshire 015,Carmarthenshire,Hywel Dda University Health Board,Hywel Dda University Health Board,Carmarthenshire,Dyfed-Powys,Wales,W01000699,31357379.42,,,,,
